stop_namecleanstop_name,Total Avg. Ons,Total Avg. Offs,Overall Mean Avg. Ons,Overall Mean Avg. Offs,stop_lat,stop_lon
54th St & Whitby Av,0.181818181818182,0.0,0.090909090909091,0.0,39.945258,-75.229418
54th St & Whitby Av - FS,0.142857142857143,0.0,0.0714285714285715,0.0,39.945133,-75.229501
54th St & Willows Av,3.27272727272727,0.9004329004329008,0.8181818181818175,0.2251082251082252,39.944148999999996,-75.228182
54th St & Woodbine Av,0.0,0.0,0.0,0.0,39.992335,-75.233789
54th St & Woodbine Av - FS,1.3333333333333321,1.0,0.6666666666666661,0.5,39.992343,-75.233647
54th St & Woodcrest Av,0.142857142857143,0.0,0.0714285714285715,0.0,39.990799,-75.233604
54th St & Woodcrest Av - FS,0.25,0.25,0.125,0.125,39.990826,-75.233462
54th St & Woodland Av - FS,0.0909090909090909,0.5194805194805199,0.04545454545454545,0.25974025974025994,39.93653,-75.219112
54th St & Wynnefield Av,0.32692307692307687,0.5,0.16346153846153844,0.25,39.991772,-75.233589
56th St & Arch St ,0.619047619047619,1.8789682539682508,0.15476190476190474,0.4697420634920627,39.962523000000004,-75.2325415
56th St & Catherine St ,0.714285714285714,0.0,0.357142857142857,0.0,39.950095,-75.235227
56th St & Cedar Av ,1.28571428571429,0.142857142857143,0.642857142857145,0.0714285714285715,39.951576,-75.234904
56th St & Chestnut St - FS,0.0,0.0,0.0,0.0,39.959311,-75.233288
56th St & Christian St,0.609090909090909,0.0454545454545455,0.3045454545454545,0.02272727272727275,39.948561,-75.235561
56th St & Girard Av ,1.0,0.285714285714286,0.5,0.142857142857143,39.970788,-75.23269
56th St & Haverford Av,1.0,0.285714285714286,0.5,0.142857142857143,39.967628,-75.232073
56th St & Jefferson St ,0.0,0.142857142857143,0.0,0.0714285714285715,39.97884,-75.234133
56th St & Lancaster Av - FS,0.0,0.0,0.0,0.0,39.980054,-75.234177
56th St & Lansdowne Av ,1.14285714285714,0.678571428571429,0.57142857142857,0.3392857142857145,39.976743,-75.233796
56th St & Larchwood Av ,0.142857142857143,0.428571428571429,0.0714285714285715,0.2142857142857145,39.95312,-75.234592
56th St & Locust St ,0.714285714285714,1.357142857142857,0.357142857142857,0.6785714285714285,39.956938,-75.233791
56th St & Market St,0.0,0.0,0.0,0.0,39.960801,-75.232812
56th St & Market St - FS,0.0,0.0,0.0,0.0,39.960766,-75.232989
56th St & Master St ,1.71428571428571,0.285714285714286,0.857142857142855,0.142857142857143,39.973591,-75.233214
56th St & Media St ,1.464285714285714,0.785714285714286,0.732142857142857,0.392857142857143,39.975171,-75.233481
56th St & Pine St ,0.285714285714286,0.142857142857143,0.142857142857143,0.0714285714285715,39.954654,-75.234281
56th St & Race St ,1.206349206349207,2.769841269841266,0.30158730158730174,0.6924603174603166,39.9640715,-75.23225350000001
56th St & Spruce St ,0.428571428571429,0.785714285714286,0.2142857142857145,0.392857142857143,39.955707,-75.234042
56th St & Stewart  St ,0.285714285714286,0.0,0.142857142857143,0.0,39.977885,-75.234005
56th St & Thompson St ,1.0,1.5,0.5,0.75,39.972332,-75.232981
56th St & Vine St ,1.166666666666667,0.236111111111111,0.5833333333333335,0.1180555555555555,39.965369,-75.231878
56th St & Vine St - FS,1.14285714285714,1.67857142857143,0.57142857142857,0.839285714285715,39.965334,-75.232055
56th St & Walnut St ,0.571428571428571,0.428571428571429,0.2857142857142855,0.2142857142857145,39.958062,-75.233563
56th St & Washington Av ,0.428571428571429,0.0,0.2142857142857145,0.0,39.947044,-75.235849
56th St & Wyalusing Av ,0.285714285714286,0.142857142857143,0.142857142857143,0.0714285714285715,39.968904,-75.232317
56th St Station - MFL,1.822277847309136,3.124843554443054,0.455569461827284,0.7812108886107635,39.961002,-75.232853
57th St & Baltimore Av - FS,0.0,0.75,0.0,0.375,39.946529,-75.237858
57th St & Catherine St ,0.0,0.0,0.0,0.0,39.950143,-75.237116
57th St & Cedar Av ,0.0,0.0,0.0,0.0,39.951588,-75.236793
57th St & Chestnut St ,1.0,0.0,0.5,0.0,39.959573,-75.23513
57th St & Christian St,0.2454545454545455,0.0,0.12272727272727275,0.0,39.948617,-75.237427
57th St & Girard Av ,0.111111111111111,0.222222222222222,0.0555555555555555,0.111111111111111,39.970433,-75.234108
57th St & Haverford Av - FS,0.222222222222222,0.555555555555556,0.111111111111111,0.277777777777778,39.968157,-75.233666
57th St & Jefferson St ,0.111111111111111,0.333333333333333,0.0555555555555555,0.1666666666666665,39.979343,-75.235785
57th St & Lansdowne Av ,0.583333333333333,0.222222222222222,0.2916666666666665,0.111111111111111,39.976379,-75.235226
57th St & Larchwood Av ,0.333333333333333,0.125,0.1666666666666665,0.0625,39.953176,-75.23647
57th St & Lebanon Av ,0.0,0.0,0.0,0.0,39.986485,-75.23729
57th St & Locust St ,0.444444444444444,0.111111111111111,0.222222222222222,0.0555555555555555,39.95695,-75.23568
57th St & Master St ,0.472222222222222,0.944444444444444,0.236111111111111,0.472222222222222,39.973219,-75.23462
57th St & Media St ,0.333333333333333,0.6111111111111109,0.1666666666666665,0.30555555555555547,39.974826,-75.234935
57th St & Pine St ,0.125,0.375,0.0625,0.1875,39.954657,-75.236159
57th St & Spruce St ,0.0,0.375,0.0,0.1875,39.955719,-75.235932
57th St & Stewart St - FS,0.0,0.222222222222222,0.0,0.111111111111111,39.977548,-75.235447
57th St & Thompson St ,0.333333333333333,0.597222222222222,0.1666666666666665,0.298611111111111,39.971951,-75.234376
57th St & Upland Way ,2.64285714285714,1.0,1.32142857142857,0.5,39.985066,-75.237176
57th St & Upland Way - FS,0.0,0.111111111111111,0.0,0.0555555555555555,39.985075,-75.23701
57th St & Walnut St ,0.680555555555556,0.0,0.340277777777778,0.0,39.958056,-75.235453
58th St & Baltimore Av ,0.0,0.142857142857143,0.0,0.0714285714285715,39.945774,-75.240044
58th St & Baltimore Av - FS,0.142857142857143,0.142857142857143,0.0714285714285715,0.0714285714285715,39.945667,-75.240127
58th St & Batimore Av - FS,0.0,0.117647058823529,0.0,0.0588235294117645,39.946131,-75.239961
58th St & Chester Av - FS,0.25,0.8035714285714289,0.0625,0.20089285714285723,39.935729,-75.22850650000001
58th St & Florence Av ,2.1071428571428603,2.0,0.5267857142857151,0.5,39.939042,-75.232405
58th St & Greenway Av ,0.839285714285714,1.839285714285716,0.2098214285714285,0.459821428571429,39.933462000000006,-75.22583900000001
58th St & Hoffman Av,0.5,1.517857142857143,0.25,0.7589285714285715,39.943843,-75.237723
58th St & Hoffman Av ,0.285714285714286,0.428571428571429,0.142857142857143,0.2142857142857145,39.943861,-75.237983
58th St & Kingsessing Av,0.125,0.0,0.0625,0.0,39.934687,-75.227158
58th St & Kingsessing Av ,0.142857142857143,0.428571428571429,0.0714285714285715,0.2142857142857145,39.934696,-75.227417
58th St & Lebanon Av ,0.0,0.222222222222222,0.0,0.111111111111111,39.986325,-75.237397
58th St & Malvern  Av ,0.472222222222222,0.0,0.236111111111111,0.0,39.987558,-75.238386
58th St & Springfield Av ,2.25,0.964285714285714,0.5625,0.2410714285714285,39.936775499999996,-75.229731
58th St & Thomas Av ,0.625,1.696428571428571,0.15625,0.42410714285714274,39.942662999999996,-75.236451
58th St & Warrington Av ,2.3511904761904727,1.642857142857143,0.5877976190476182,0.41071428571428575,39.937951,-75.231127
58th St & Washington Av,3.125,0.352941176470588,1.5625,0.176470588235294,39.94721,-75.239721
58th St & Whitby Av ,0.5535714285714289,0.535714285714286,0.13839285714285723,0.1339285714285715,39.9414825,-75.235073
58th St & Willows Av ,0.410714285714286,0.785714285714286,0.1026785714285715,0.1964285714285715,39.940329000000006,-75.2336355
58th St & Woodcrest Av ,0.0,0.111111111111111,0.0,0.0555555555555555,39.988478,-75.239128
58th St & Woodland Av ,0.0,0.0,0.0,0.0,39.932514,-75.224767
58th St & Woodland Av - FS,0.494949494949495,0.0,0.2474747474747475,0.0,39.932612,-75.224672
59th St & Columbia Av,0.136363636363636,0.2,0.068181818181818,0.1,39.981249,-75.239348
59th St & Columbia Av - FS,0.0,0.0,0.0,0.0,39.981214,-75.239537
59th St & Drexel Rd ,0.5,0.0,0.125,0.0,39.989082499999995,-75.243202
59th St & Malvern Av,0.0,0.0,0.0,0.0,39.986437,-75.241177
59th St & Woodbine Av ,1.0,0.5,0.25,0.125,39.988064,-75.242413
59th St & Woodcrest Av ,0.0769230769230769,0.0,0.03846153846153845,0.0,39.987286,-75.241884
5th St &  Pike St ,0.4167709637046305,0.235294117647059,0.20838548185231526,0.1176470588235295,40.010548,-75.136247
5th St & 64th Av,0.8125,0.25,0.203125,0.0625,40.04896,-75.12776450000001
5th St & 65th Av,1.0625,0.0,0.265625,0.0,40.050204,-75.12748149999999
5th St & 66th Av,1.0625,0.125,0.265625,0.03125,40.05173,-75.12714399999999
5th St & 67th Av,1.125,0.0,0.5625,0.0,40.053385,-75.126859
5th St & 67th St,0.433333333333333,0.433333333333333,0.2166666666666665,0.2166666666666665,40.053215,-75.12673
5th St & Allegheny Av ,0.9519230769230769,0.586538461538462,0.47596153846153844,0.293269230769231,39.999665,-75.138466
5th St & Annsbury St ,6.088235294117647,0.1749408983451535,1.5220588235294117,0.043735224586288375,40.020337999999995,-75.1340375
5th St & Bristol St ,0.522875816993464,1.2174940898345141,0.130718954248366,0.30437352245862853,40.016618,-75.13483350000001
5th St & Butler St,0.0,0.333333333333333,0.0,0.1666666666666665,40.008888,-75.136443
5th St & Cambria St ,1.0,0.444444444444444,0.5,0.222222222222222,39.995073,-75.13944
5th St & Cayuga St,0.333333333333333,0.333333333333333,0.1666666666666665,0.1666666666666665,40.018032,-75.134443
5th St & Cayuga St ,0.529411764705882,1.06382978723404,0.264705882352941,0.53191489361702,40.018202,-75.134573
5th St & Champlost Av ,0.0,0.0,0.0,0.0,40.042483,-75.129104
5th St & Champlost St ,0.106382978723404,0.0212765957446809,0.053191489361702,0.01063829787234045,40.042698,-75.129234
5th St & Chelten Av,0.5,0.0,0.25,0.0,40.047265,-75.128221
5th St & Chelten Av - FS,0.25,0.0,0.125,0.0,40.047372,-75.128032
5th St & Chew Av ,0.0,0.0,0.0,0.0,40.037889,-75.130117
5th St & Chew St ,1.25531914893617,0.25531914893617,0.627659574468085,0.127659574468085,40.038104,-75.130234
5th St & Clearfield St ,0.444444444444444,0.0,0.222222222222222,0.0,39.998044,-75.138803
5th St & Cumberland St ,0.44305381727159,0.0,0.221526908635795,0.0,39.988915,-75.140825
5th St & Duncannon Av ,0.844945070226672,4.085106382978724,0.211236267556668,1.021276595744681,40.0303425,-75.1318505
5th St & Erie Av,0.0,0.0,0.0,0.0,40.007238,-75.136816
5th St & Fisher Av ,0.439716312056737,0.572104018912529,0.10992907801418425,0.14302600472813226,40.031874,-75.1315195
5th St & Godfrey Av,0.0638297872340425,1.141514101929738,0.015957446808510627,0.2853785254824345,40.045716999999996,-75.128476
5th St & Grange St ,0.0425531914893617,0.127659574468085,0.02127659574468085,0.0638297872340425,40.039647,-75.129897
5th St & Grange St - FS,0.40384615384615397,0.432692307692308,0.20192307692307698,0.216346153846154,40.039682,-75.129719
5th St & Hunting Park Av,1.22222222222222,3.0,0.61111111111111,1.5,40.014945,-75.135118
5th St & Hunting Park Av ,0.4543178973717147,0.319148936170213,0.22715894868585734,0.1595744680851065,40.015115,-75.135247
5th St & Huntingdon St ,0.111111111111111,0.0,0.0555555555555555,0.0,39.990414,-75.140488
5th St & Indiana St ,0.0,0.0,0.0,0.0,39.996554,-75.13914
5th St & Jackson St,0.428571428571429,1.142857142857143,0.2142857142857145,0.5714285714285715,39.922617,-75.388247
5th St & Lehigh Av ,2.0,0.222222222222222,1.0,0.111111111111111,39.992002,-75.140151
5th St & Lindley Av ,0.398970935892087,1.9642608816576297,0.09974273397302175,0.4910652204144074,40.028781499999994,-75.1321945
5th St & Loudon St ,1.3466833541927439,1.287859824780979,0.6733416770963719,0.6439299123904895,40.024375,-75.133247
5th St & Luzerne St,0.0,0.111111111111111,0.0,0.0555555555555555,40.011868,-75.135804
5th St & Luzerne St ,0.0588235294117647,0.0,0.02941176470588235,0.0,40.012056,-75.135922
5th St & Lycoming St ,0.2434988179669029,0.7254901960784317,0.060874704491725724,0.18137254901960792,40.0134695,-75.1355255
5th St & Market St,2.0,0.470588235294118,1.0,0.235294117647059,39.950396,-75.148892
5th St & Market St - FS,0.0,0.0,0.0,0.0,39.951047,-75.14876
5th St & Medary Av,0.117647058823529,0.7478991596638649,0.0588235294117645,0.37394957983193244,40.046248,-75.128261
5th St & Nedro Av ,0.8219997218745656,0.5032679738562087,0.2054999304686414,0.12581699346405217,40.041065,-75.12949449999999
5th St & Oak Ln,0.3125,0.0625,0.15625,0.03125,40.053857,-75.126597
5th St & Olney Av ,0.666666666666667,2.33333333333333,0.16666666666666674,0.5833333333333325,40.036453,-75.13051899999999
5th St & Ontario St ,0.0,0.111111111111111,0.0,0.0555555555555555,40.002691,-75.137792
5th St & Rising Sun Av ,0.375,0.384615384615385,0.1875,0.1923076923076925,40.010012,-75.13619
5th St & Rockland St ,0.13892365456820988,0.222222222222222,0.03473091364205247,0.0555555555555555,40.02578,-75.1328335
5th St & Roosevelt Blvd ,0.0588235294117647,0.3921568627450977,0.02941176470588235,0.19607843137254885,40.023447,-75.133286
5th St & Roosevelt Blvd - FS,1.055555555555556,3.11111111111111,0.527777777777778,1.555555555555555,40.024357,-75.133081
5th St & Ruscomb St ,1.125,2.162393162393165,0.28125,0.5405982905982912,40.0272605,-75.132508
5th St & Sedgley Av ,0.111111111111111,1.33333333333333,0.0555555555555555,0.666666666666665,40.004556,-75.13737
5th St & Somerset St ,5.833333333333333,0.333333333333333,2.9166666666666665,0.1666666666666665,39.993548,-75.139802
5th St & Somerville Av ,2.015366430260047,1.858156028368797,0.5038416075650117,0.46453900709219925,40.0334025,-75.13118800000001
5th St & Spencer St ,0.801418439716312,0.721040189125295,0.200354609929078,0.18026004728132375,40.044098,-75.12884349999999
5th St & Tabor Rd ,0.536643026004728,0.46572104018912486,0.134160756501182,0.11643026004728121,40.034758499999995,-75.13088049999999
5th St & Venango St ,0.555555555555556,0.666666666666667,0.277777777777778,0.3333333333333335,40.005704,-75.137129
5th St & Westmoreland St ,0.111111111111111,2.0,0.0555555555555555,1.0,40.001217,-75.138129
5th St & Wingohocking St ,0.0,0.0,0.0,0.0,40.019522,-75.134118
5th St & Wyoming Av,0.325581395348837,0.0697674418604651,0.1627906976744185,0.03488372093023255,40.022823,-75.133584
5th St & Wyoming Av ,0.0,0.0,0.0,0.0,40.022608,-75.133455
5th St & York St ,0.222222222222222,1.0,0.111111111111111,0.5,39.987426,-75.141138
5th St Independence Hall Station - MFL,1.563725490196079,1.7289915966386555,0.3909313725490198,0.4322478991596639,39.950565499999996,-75.148939
600 Office Center Dr,0.0,0.0,0.0,0.0,40.145095,-75.175551
60th St & Arch St,1.363636363636364,1.361111111111111,0.340909090909091,0.34027777777777773,39.9635395,-75.24044
60th St & Baltimore Av,0.0,0.0,0.0,0.0,39.944469,-75.244499
60th St & Callowhill St,1.877076411960136,0.37873754152823946,0.469269102990034,0.09468438538205987,39.968076499999995,-75.239495
60th St & Carpenter St,1.747474747474747,0.416666666666667,0.43686868686868674,0.10416666666666675,39.948666,-75.2435495
60th St & Catherine St,0.32620320855614987,0.25,0.08155080213903747,0.0625,39.9509505,-75.24305949999999
60th St & Cedar Av,0.0588235294117647,0.25,0.014705882352941175,0.0625,39.952449,-75.2427485
60th St & Chester Av ,1.111111111111111,1.0,0.5555555555555555,0.5,39.933632,-75.231399
60th St & Chestnut St,0.890909090909091,2.706818181818182,0.22272727272727275,0.6767045454545455,39.96043,-75.24108000000001
60th St & Christian St,1.4646464646464645,0.166666666666667,0.36616161616161613,0.04166666666666675,39.949425,-75.243394
60th St & Cobbs Creek Pkwy,0.5,0.5,0.25,0.25,39.946423,-75.244104
60th St & Haddington St,3.176470588235294,0.9340463458110518,0.7941176470588235,0.23351158645276296,39.977346,-75.24051
60th St & Haverford Av,3.0004995004994988,0.8986013986013989,0.7501248751248747,0.22465034965034972,39.969865,-75.239148
60th St & Jefferson Ln,0.0,0.611111111111111,0.0,0.3055555555555555,39.978806,-75.240713
60th St & Jefferson St,0.363636363636364,1.954545454545455,0.181818181818182,0.9772727272727275,39.978949,-75.240901
60th St & Kingsessing Av,0.307692307692308,0.0,0.153846153846154,0.0,39.932595,-75.230339
60th St & Lansdowne Av,4.510046724821009,1.5614973262032108,1.1275116812052524,0.3903743315508027,39.975909,-75.24023
60th St & Larchwood Av,0.5,0.416666666666667,0.25,0.2083333333333335,39.954078,-75.242502
60th St & Larchwood St,0.925133689839573,0.176470588235294,0.4625668449197865,0.088235294117647,39.953908,-75.242373
60th St & Locust St,0.4224598930481287,0.737556561085973,0.10561497326203217,0.18438914027149325,39.95778,-75.2416365
60th St & Market St,0.49833887043189407,0.0,0.24916943521594703,0.0,39.962224,-75.240792
60th St & Market St - FS,1.282392026578073,0.637873754152824,0.6411960132890365,0.318936877076412,39.962232,-75.240627
60th St & Master St,0.961538461538462,1.3752913752913751,0.2403846153846155,0.3438228438228438,39.972792999999996,-75.2396595
60th St & Media St,1.2242424242424248,1.188888888888889,0.3060606060606062,0.2972222222222223,39.974369499999995,-75.23993899999999
60th St & Oxford St,0.9224598930481286,0.5614973262032088,0.23061497326203215,0.1403743315508022,39.980207500000006,-75.241022
60th St & Pine St,0.9298642533936649,2.457013574660631,0.2324660633484162,0.6142533936651577,39.9555095,-75.2421145
60th St & Race St,1.0909090909090908,0.805555555555556,0.2727272727272727,0.201388888888889,39.965047,-75.2401525
60th St & Spruce St,6.601328903654484,0.0232558139534884,1.650332225913621,0.0058139534883721,39.956549,-75.24188749999999
60th St & Thompson St,1.251336898395722,1.5203619909502222,0.3128342245989305,0.38009049773755554,39.97149,-75.239427
60th St & Vine St,0.307692307692308,0.264957264957265,0.076923076923077,0.06623931623931625,39.966590999999994,-75.23982950000001
60th St & Walnut St,0.6384204031262858,0.972850678733032,0.15960510078157145,0.243212669683258,39.958922,-75.2413855
60th St & Washington Av,0.0,0.666666666666667,0.0,0.3333333333333335,39.947993,-75.24377
60th St Station - MFL,1.176470588235294,1.127659574468085,0.2941176470588235,0.28191489361702127,39.961991499999996,-75.240757
61St & Pine St - FS,0.0,0.0,0.0,0.0,39.955651,-75.244163
61st St & Eastwick Av,0.1,0.25,0.05,0.125,39.923271,-75.220627
61st St & Eastwick Av - FS,0.1,0.0,0.05,0.0,39.92344,-75.220697
61st St & Passyunk Av,2.4632352941176467,0.588235294117647,1.2316176470588234,0.2941176470588235,39.918593,-75.209474
61st St & Passyunk Av - FS,0.0,0.0588235294117647,0.0,0.02941176470588235,39.918745,-75.209556
61st St & Passyunk Av - MBFS,1.28571428571429,1.35714285714286,0.642857142857145,0.67857142857143,39.920224,-75.213187
61st St & Passyunk Av - MBNS,0.4,0.0,0.2,0.0,39.919964,-75.212858
61st St & Pine St Loop,0.651315789473684,0.375,0.325657894736842,0.1875,39.955544,-75.244423
61st St & Spruce St,1.3125,1.0,0.65625,0.5,39.956668,-75.243806
61st St & Spruce St - FS,1.625,1.125,0.8125,0.5625,39.956695,-75.243983
62nd St & Buist Av,0.75,0.375,0.375,0.1875,39.923831,-75.224827
62nd St & Buist Av ,0.571428571428571,0.571428571428572,0.2857142857142855,0.285714285714286,39.923876,-75.225099
62nd St & Dicks Av ,0.25,0.642857142857143,0.0625,0.16071428571428575,39.9227355,-75.2236205
62nd St & Elmwood Av ,0.714285714285714,0.410714285714286,0.1785714285714285,0.1026785714285715,39.925029499999994,-75.226441
62nd St & Grays Av ,1.071428571428571,1.053571428571429,0.26785714285714274,0.26339285714285726,39.9260625,-75.227961
62nd St & Paschall Av ,0.928571428571429,1.714285714285713,0.23214285714285726,0.42857142857142827,39.927203,-75.2294335
62nd St & Woodland Av,1.125,0.125,0.5625,0.0625,39.928133,-75.230505
62nd St & Woodland Av - FS,0.571428571428571,1.285714285714285,0.2857142857142855,0.6428571428571425,39.928008,-75.230576
630 Parkway Dr,0.222222222222222,0.0,0.111111111111111,0.0,39.961698,-75.337345
63rd St & Arch St,2.7,1.1,0.675,0.275,39.964271,-75.24643800000001
63rd St & Callowhill St,0.181818181818182,1.185858585858586,0.0454545454545455,0.2964646464646465,39.9688305,-75.24549350000001
63rd St & Chestnut St,0.0,0.125,0.0,0.0625,39.961117,-75.247066
63rd St & City Line Av,0.0,0.0873949579831933,0.0,0.04369747899159665,39.989727,-75.250644
63rd St & City Line Av - FS,2.0,1.75,1.0,0.875,39.989575,-75.25068
63rd St & Columbia Av ,0.0,1.08333333333333,0.0,0.541666666666665,39.980582,-75.246461
63rd St & Eastwick Av ,0.517857142857143,0.0,0.12946428571428575,0.0,39.919963,-75.222814
63rd St & Girard Av,0.272727272727273,0.5353535353535349,0.06818181818181825,0.13383838383838373,39.970355999999995,-75.245182
63rd St & Haverford Av,0.242857142857143,0.0,0.1214285714285715,0.0,39.971735,-75.244818
63rd St & Jefferson St,0.619047619047619,0.800865800865801,0.15476190476190474,0.20021645021645024,39.978291999999996,-75.246107
63rd St & Lansdowne Av - FS,2.0,1.72727272727273,1.0,0.863636363636365,39.975582,-75.245529
63rd St & Lebanon Av,0.142857142857143,0.0,0.0714285714285715,0.0,39.980912,-75.246661
63rd St & Lindbergh Blvd,0.0,0.0909090909090909,0.0,0.04545454545454545,39.921117,-75.224363
63rd St & Lindbergh Blvd ,0.375,0.625,0.1875,0.3125,39.921018,-75.223997
63rd St & Malvern Av,0.666666666666667,0.416666666666667,0.3333333333333335,0.2083333333333335,39.983519,-75.247021
63rd St & Master St,0.0,0.0,0.0,0.0,39.972235,-75.245042
63rd St & Media St,1.030303030303031,0.222222222222222,0.25757575757575774,0.0555555555555555,39.9737745,-75.2452445
63rd St & Overbrook Av,0.0,2.70588235294118,0.0,0.676470588235295,39.988386500000004,-75.249856
63rd St & Passyunk Av - 2,0.0,0.0,0.0,0.0,39.917257,-75.216419
63rd St & Passyunk Av - FS,1.0,0.25,0.5,0.125,39.917382,-75.216347
63rd St & Passyunk Av - MBFS,0.375,0.375,0.1875,0.1875,39.918535,-75.219207
63rd St & Passyunk Av - MBNS,0.25,0.0,0.125,0.0,39.918288,-75.218941
63rd St & Race St,0.2,1.084615384615385,0.05,0.27115384615384625,39.965797,-75.246127
63rd St & Sherwood Rd,0.9607142857142857,0.822222222222222,0.24017857142857144,0.2055555555555555,39.987395,-75.249108
63rd St & Vine St,0.5,0.507692307692308,0.125,0.126923076923077,39.967323,-75.24580399999999
63rd St & Woodbine Av,0.0,0.0,0.0,0.0,39.98576,-75.247641
63rd St & Woodbine Av - FS,0.2107142857142857,0.114285714285714,0.10535714285714284,0.057142857142857,39.985831,-75.247547
63rd St Station - MFL,0.5506883604505629,1.668335419274093,0.13767209011264073,0.4170838548185232,39.96275,-75.246767
65th St & Belmar Av ,0.433333333333333,0.2,0.2166666666666665,0.1,39.92905,-75.24108
65th St & Belmar St,0.778846153846154,0.769230769230769,0.389423076923077,0.3846153846153845,39.929104,-75.240879
65th St & Buist Av,0.0714285714285714,0.2952380952380952,0.01785714285714285,0.0738095238095238,39.921039500000006,-75.228949
65th St & Chester Av,0.4,0.4,0.2,0.2,39.928628,-75.238897
65th St & Chester St,0.307692307692308,0.153846153846154,0.153846153846154,0.076923076923077,39.92893,-75.238223
65th St & Dicks Av,0.0,0.0476190476190476,0.0,0.0238095238095238,39.919864,-75.227648
65th St & Dicks Av - FS,1.615503875968996,0.0,0.807751937984498,0.0,39.919971,-75.227589
65th St & Elmwood Av,0.0,5.8601398601398555,0.0,1.4650349650349639,39.922189,-75.230315
65th St & Grays Av,0.08992248062015509,0.7465116279069767,0.022480620155038773,0.18662790697674417,39.9233915,-75.231693
65th St & Greenway Av,0.4,0.024390243902439,0.2,0.0121951219512195,39.92665,-75.235503
65th St & Kingsessing Av ,0.8076923076923079,0.692307692307692,0.40384615384615397,0.346153846153846,39.927902,-75.23714
65th St & Paschall Av,0.119047619047619,0.0714285714285714,0.0595238095238095,0.0357142857142857,39.924585,-75.233277
65th St & Paschall Av ,0.555555555555556,0.111111111111111,0.277777777777778,0.0555555555555555,39.924558,-75.232982
65th St & Woodland Av,0.0384615384615385,0.269230769230769,0.01923076923076925,0.1346153846153845,39.925667,-75.234549
65th St & Woodland Av ,0.0,0.0,0.0,0.0,39.925568,-75.234219
66 th & Haddington St,0.0,0.0,0.0,0.0,39.975869,-75.252191
66th Av & 10th St ,1.3447802197802168,0.142857142857143,0.3361950549450542,0.03571428571428575,40.0526025,-75.13381
66th Av & 11th St ,1.689560439560444,2.3255494505494507,0.422390109890111,0.5813873626373627,40.052975,-75.1366705
66th Av & 12th St ,0.571428571428571,1.0947802197802199,0.14285714285714274,0.27369505494505497,40.0531115,-75.1377575
66th Av & 13th St ,1.1291208791208789,1.633241758241758,0.2822802197802197,0.4083104395604395,40.053316,-75.1393355
66th Av & 15th St ,1.14285714285714,0.875,0.57142857142857,0.4375,40.053762,-75.143284
66th Av & 16th St ,0.428571428571429,0.75,0.2142857142857145,0.375,40.053962,-75.144856
66th Av & 17th St ,0.5,0.0,0.25,0.0,40.054171,-75.146439
66th Av & 18th St ,0.142857142857143,0.0,0.0714285714285715,0.0,40.05438,-75.148
66th Av & 20th St ,0.142857142857143,0.25,0.0714285714285715,0.125,40.054682,-75.151381
66th Av & 5th St ,0.142857142857143,1.14285714285714,0.0714285714285715,0.57142857142857,40.05169,-75.127268
66th Av & 5th St - FS,1.384615384615385,0.384615384615385,0.6923076923076925,0.1923076923076925,40.051833,-75.127421
66th Av & 6th St ,1.4505494505494478,1.406593406593406,0.36263736263736196,0.3516483516483515,40.051992999999996,-75.1290945
66th Av & 7th St ,1.7967032967032939,1.2541208791208789,0.44917582417582347,0.3135302197802197,40.0522115,-75.1307605
66th Av & 8th St ,0.9931318681318679,0.516483516483517,0.24828296703296698,0.12912087912087925,40.052347999999995,-75.1318595
66th Av & Broad St ,0.0,0.0,0.0,0.0,40.053633,-75.141321
66th Av & Broad St - FS,0.4,0.3166666666666667,0.2,0.15833333333333335,40.05349,-75.141239
66th Av & Lawnton Av ,1.362637362637367,1.035714285714286,0.3406593406593417,0.2589285714285715,40.052792999999994,-75.1352635
66th Av & Limekiln Pk,1.857142857142857,0.875,0.9285714285714285,0.4375,40.054765,-75.152811
66th Av & Ogontz Av ,0.0,0.5,0.0,0.25,40.054598,-75.149891
66th Av & Old York Rd,0.0,0.0,0.0,0.0,40.05359,-75.141972
66th St & Callowhill St,0.0,0.571428571428572,0.0,0.285714285714286,39.969656,-75.251533
66th St & Elmwood Av,0.166666666666667,0.0,0.0833333333333335,0.0,39.921432,-75.231763
66th St & Girard Av - FS,0.428571428571429,0.42857142857142894,0.2142857142857145,0.21428571428571447,39.970878,-75.251246
66th St & Haddington Ln,0.125,0.0857142857142857,0.0625,0.04285714285714285,39.975752,-75.252026
66th St & Haverford Av - FS,0.714285714285715,1.14285714285714,0.3571428571428575,0.57142857142857,39.971958,-75.251515
66th St & Lansdowne Av,0.142857142857143,1.25,0.0714285714285715,0.625,39.97469,-75.252017
66th St & Lansdowne Av - FS,0.25,0.142857142857143,0.125,0.0714285714285715,39.974752,-75.251886
66th St & Lebanon Av,2.0535714285714297,0.4,0.5133928571428574,0.1,39.976752000000005,-75.2523185
66th St & Lebanon Av - MBFS,0.0285714285714286,0.0285714285714286,0.0142857142857143,0.0142857142857143,39.97835,-75.252551
66th St & Lebanon Av - MBNS,0.588235294117647,1.70588235294118,0.2941176470588235,0.85294117647059,39.97835,-75.252693
66th St & Malvern Av,1.0,1.28571428571429,0.5,0.642857142857145,39.979458,-75.253351
67th St & Elmwood Av - FS,0.0,0.222222222222222,0.0,0.111111111111111,39.920577,-75.232993
