cleanstop_name,Total Avg. Ons,Total Avg. Offs,Overall Mean Avg. Ons,Overall Mean Avg. Offs,stop_lat,stop_lon,Area
NCrumCreekRdCrumCreekRd,1.596638655462185,0.176470588235294,0.7983193277310925,0.088235294117647,39.977663,-75.439248,North
NCrumCreekRdCrumCreekRdFS,1.8,0.2,1.8,0.2,39.977752,-75.439496,North
NRGStationBSL,0.5,0.45,0.25,0.225,39.905424,-75.173804,North
NapfleAvDunganRd,0.222222222222222,0.0,0.222222222222222,0.0,40.062722,-75.073006,North
NedroAvBroadSt,1.25,0.416666666666667,0.625,0.2083333333333335,40.042857,-75.144048,North
NedroAvKembleAv,0.558823529411765,0.470588235294118,0.558823529411765,0.470588235294118,40.043719,-75.154119,North
NedroAvOgontzAv,0.25,0.0,0.25,0.0,40.043709,-75.149602,North
NedroAvstSt,0.529411764705882,0.647058823529412,0.529411764705882,0.647058823529412,40.043776,-75.155751,North
NedroAvthSt,0.147058823529412,0.323529411764706,0.147058823529412,0.323529411764706,40.043678,-75.151967,North
NeshaminyBlvdBristolRd,0.235294117647059,0.0588235294117647,0.1176470588235295,0.02941176470588235,40.138619,-74.947966,North
NeshaminyBlvdBristolRdFS,0.352941176470588,0.0,0.176470588235294,0.0,40.138778,-74.947598,North
NeshaminyBlvdDurhamPl,1.6,0.0,1.6,0.0,40.144562,-74.935919,North
NeshaminyBlvdNeshaminyMallDr,1.0,1.1,0.5,0.55,40.136742,-74.952039,North
NeshaminyBlvdRockhillRdMBFS,1.05882352941176,1.52941176470588,0.52941176470588,0.76470588235294,40.136019,-74.9542225,North
NeshaminyMall,0.1159090909090909,0.0,0.05795454545454545,0.0,40.13806,-74.95357,North
NeumannUniversityMainCampus,2.14392991239048,0.287859824780976,1.07196495619524,0.143929912390488,39.874225,-75.439872,North
NewFallsBristolOxfordValleyRdMBNS,0.0,0.0,0.0,0.0,40.140295,-74.875741,North
NewFallsRdDurhamRdFS,3.38461538461538,0.0769230769230769,3.38461538461538,0.0769230769230769,40.132357,-74.887298,North
NewFallsRdEdgleyRdFS,1.2962962962963,0.703703703703704,1.2962962962963,0.703703703703704,40.154377,-74.855145,North
NewFallsRdOxfordValleyRdFS,0.666666666666667,1.75,0.3333333333333335,0.875,40.165217,-74.842361,North
NewFallsRdPetuniaRd,0.0769230769230769,0.0,0.0769230769230769,0.0,40.13846,-74.878739,North
NewFallsRdPetuniaRdMBFS,0.411764705882353,0.0588235294117647,0.411764705882353,0.0588235294117647,40.138637,-74.878229,North
NewFallsRdPlumbridgeDr,0.384615384615385,1.307692307692308,0.1923076923076925,0.653846153846154,40.1395325,-74.876996,North
NewFallsRdPlumtreeRdMBFS,0.846153846153846,0.0769230769230769,0.846153846153846,0.0769230769230769,40.136809,-74.880859,North
NewFallsRdVeteransHwy,0.0,0.0,0.0,0.0,40.133918,-74.885025,North
NewFallsRdVeteransHwyFS,3.692307692307692,0.769230769230769,1.846153846153846,0.3846153846153845,40.134034,-74.885107,North
NewHopeStJohnsonHwyFS,6.0,7.57142857142857,3.0,3.785714285714285,40.124941,-75.316619,North
NewStCedarSt,0.525,2.75,0.2625,1.375,40.177639,-75.552642,North
NewStChestnutStFS,0.357142857142857,0.214285714285714,0.357142857142857,0.214285714285714,39.959551,-75.609844,North
NewStChurchSt,0.0,0.0714285714285714,0.0,0.0714285714285714,40.179196,-75.548972,North
NewStPennSt,1.5,0.0714285714285714,1.5,0.0714285714285714,40.178283,-75.551174,North
NewStSchuykillRdMBNS,0.0714285714285714,0.0,0.0714285714285714,0.0,40.175778,-75.557187,North
NewStWallSt,0.1,0.0,0.03333333333333333,0.0,40.17711766666667,-75.55374666666667,North
NewportvilleRdFordRd,0.794117647058824,0.235294117647059,0.397058823529412,0.1176470588235295,40.114505,-74.902063,North
NewportvilleRdHazelAv,0.666666666666667,1.83333333333333,0.666666666666667,1.83333333333333,40.117444,-74.902562,North
NewportvilleRdLowerRdFS,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,40.123272,-74.900293,North
NewportvilleRdNewFallsRd,0.125,0.125,0.125,0.125,40.123859,-74.899887,North
NewportvilleRdWillowAv,5.17647058823529,1.52941176470588,2.588235294117645,0.76470588235294,40.115373,-74.902435,North
NewtownBridgetownPk,0.0,0.0,0.0,0.0,40.190331,-74.926278,North
NewtownLanghorneRdGreenValleyRd,0.0,0.1,0.0,0.1,40.20544,-74.929988,North
NewtownLanghorneRdPennwoodVillage,0.692307692307692,0.0,0.692307692307692,0.0,40.207324,-74.930176,North
NewtownLanghorneRdSummitTraceRd,0.2,0.7,0.2,0.7,40.212835,-74.931027,North
NewtownOldMillDr,1.8,0.0,1.8,0.0,40.187988,-74.922835,North
NewtownRdHeatonMill,0.1,0.1,0.05,0.05,40.192673,-74.9281225,North
NewtownRdNewtownBypass,0.117647058823529,0.117647058823529,0.117647058823529,0.117647058823529,40.216515,-74.931546,North
NewtownRdOldMillDr,0.0,0.0,0.0,0.0,40.188061,-74.923167,North
NewtownRdPennswoodVillage,0.176470588235294,0.176470588235294,0.176470588235294,0.176470588235294,40.207064,-74.929858,North
NewtownRdStMaryBlvd,1.1,0.0,0.55,0.0,40.201475,-74.929518,North
NewtownRdStMaryBlvdFS,0.0,0.2,0.0,0.1,40.201395,-74.929685,North
NewtownRdSummitTrace,0.7,3.0,0.7,3.0,40.212638,-74.930803,North
NewtownRdTollgateRd,0.0,0.0,0.0,0.0,40.205805,-74.929808,North
NewtownRdWindhamDr,0.0,0.7,0.0,0.7,40.194859,-74.929138,North
NewtownYardleyRdTerryDr,0.25,1.16666666666667,0.125,0.583333333333335,40.229659,-74.919529,North
NewtownYardleyRdTerryDrFS,0.444444444444444,0.111111111111111,0.444444444444444,0.111111111111111,40.229829,-74.919516,North
NorcomRdCharterRdMBFS,1.5625,0.3125,0.78125,0.15625,40.092795,-75.004939,North
NorcomRdCharterRdMBNS,0.5,0.1875,0.25,0.09375,40.092172,-75.005641,North
NorrisStFrankfordAvFS,0.0,0.0,0.0,0.0,39.978449,-75.130353,North
NorrisStThompsonSt,0.0,0.0,0.0,0.0,39.97446,-75.123294,North
NorristownRdOfficeCtFS,0.2,0.0,0.2,0.0,40.131413,-75.275375,North
NorristownTransportationCenter,0.971428571428571,0.0,0.24285714285714274,0.0,40.113507999999996,-75.34489450000001,North
NorristownTransportationCenterNHSL,1.1,2.270588235294118,0.3666666666666667,0.7568627450980393,40.113471000000004,-75.34517666666666,North
NorthBucksTownRdOxfordValleyRd,0.0,0.0,0.0,0.0,40.18588,-74.869832,North
NorthBucksTownRdTownCtrDrFS,0.7076923076923081,0.553846153846154,0.35384615384615403,0.276923076923077,40.187291,-74.876017,North
NorthGulphRdGuthrieRdFS,1.24,0.8,1.24,0.8,40.089575,-75.412913,North
NorthGulphRdValleyForgeRd,0.0,0.0,0.0,0.0,40.10075,-75.420567,North
NorthGulphRdValleyForgeRdFS,0.142857142857143,0.428571428571429,0.142857142857143,0.428571428571429,40.100929,-75.420461,North
NorthPhiladelphiaStationBSL,1.073529411764706,0.0,0.536764705882353,0.0,39.993935,-75.154547,North
NorthWalesRdBethlehemPkFS,0.133333333333333,0.0,0.0666666666666665,0.0,40.241251500000004,-75.24290500000001,North
NorthWalesRdHarborLaFS,1.0,0.0,0.5,0.0,40.240276,-75.244348,North
NorthWalesRdHorshamRdMBNS,0.0,0.777777777777778,0.0,0.388888888888889,40.243671,-75.240273,North
NorthWalesRdJamestownRdFS,0.2,1.1,0.1,0.55,40.232127,-75.257066,North
NorthWalesRdNorthWhalesPlaza,0.0666666666666667,0.0,0.0666666666666667,0.0,40.243689,-75.240545,North
NorthWalesRdRoseLn,2.454545454545455,1.272727272727273,0.6136363636363638,0.31818181818181823,40.2367675,-75.2501135,North
NorthWalesRdYorktownRdMBNS,2.7777777777777803,1.66666666666667,1.3888888888888902,0.833333333333335,40.231593,-75.25881,North
NorthWarnerRdNorthGulphRd,0.04,0.0,0.04,0.0,40.084958,-75.400823,North
NorthwesternAvStentonAv,0.5,0.416666666666667,0.25,0.2083333333333335,40.092781,-75.223657,North
NorwoodAvLancasterAvFS,1.5,0.3125,0.75,0.15625,40.026915,-75.328619,North
NothHillsAvLimeklinPk,0.125,0.0,0.125,0.0,40.116211,-75.166445,North
NuttRdStarrSt,1.35,0.7,0.675,0.35,40.121933,-75.508797,North
NuttRdValleyRd,0.35,0.0,0.175,0.0,40.121737,-75.507779,North
OakAvBroadwayAvFS,0.5,1.875,0.5,1.875,39.925048,-75.300999,North
OakAvBuntingLn,0.05,0.0,0.05,0.0,39.923404,-75.299916,North
OakAvCambridgeCircle,0.222222222222222,0.0,0.222222222222222,0.0,39.926656,-75.302341,North
OakAvGreenLn,0.0,0.025,0.0,0.025,39.917117,-75.296103,North
OakAvMagnoliaAv,0.0,0.05,0.0,0.05,39.91617,-75.294476,North
OakAvMagnoliaAvFS,0.0,0.0,0.0,0.0,39.916241,-75.294263,North
OakAvProvidenceRdFS,0.125,0.575,0.125,0.575,39.919368,-75.297881,North
OakHillApartmentsLoop,0.538461538461538,0.0,0.538461538461538,0.0,40.040856,-75.254867,North
OakLnCambridgeRd,1.55555555555556,0.333333333333333,1.55555555555556,0.333333333333333,39.926164,-75.301681,North
OakLnPembrokeAv,0.0,0.0,0.0,0.0,39.943852,-75.256544,North
OaksMillsShoppingCtrBJs,0.4,0.0,0.4,0.0,40.126909,-75.45455,North
OaksMillsShoppingCtrLowes,2.6,1.3,1.3,0.65,40.128837,-75.454302,North
OaksMillsShoppingCtrTarget,1.7000000000000002,1.0,0.8500000000000001,0.5,40.12948,-75.45326,North
OakwoodDrOakwoodTer,1.5,0.0,1.5,0.0,40.038994,-75.257508,North
OakwoodDrOakwoodTerMBNS,0.0,0.0714285714285714,0.0,0.0714285714285714,40.039528,-75.256159,North
OakwoodTerOakwoodDrMBFS,0.5,0.428571428571429,0.5,0.428571428571429,40.039501,-75.255994,North
OfficeCenterDrCampHillRdMBFS,0.0,1.5,0.0,1.5,40.144604,-75.175577,North
OfficeCenterDrVirginiaDrMBNS,2.25,0.5,2.25,0.5,40.142091,-75.173229,North
OgontzAvShoppersLn,0.0833333333333333,0.166666666666667,0.04166666666666665,0.0833333333333335,40.076861,-75.159398,North
OgontzAvndAv,0.823529411764706,0.0,0.823529411764706,0.0,40.064299,-75.153437,North
OgontzAvthAv,0.470588235294118,0.0588235294117647,0.470588235294118,0.0588235294117647,40.05982,-75.150024,North
OldBaltimorePkSchoolLnMBFS,0.555555555555556,0.0,0.555555555555556,0.0,39.915278,-75.412802,North
OldLincolnHwyCarterAv,1.70588235294118,1.29411764705882,1.70588235294118,1.29411764705882,40.155229,-74.931511,North
OldLincolnHwyRooseveltBlvd,0.0909090909090909,0.778270509977827,0.04545454545454545,0.3891352549889135,40.12142,-74.976905,North
OldLineRdCathedralRd,0.166666666666667,0.25,0.166666666666667,0.25,40.065502,-75.233423,North
OldOxfordVlyRdBristolOxfordVlyRdMBNS,0.411764705882353,0.0,0.2058823529411765,0.0,40.179345,-74.869433,North
OldUSMarketSt,1.388888888888889,1.4444444444444409,0.462962962962963,0.4814814814814803,40.09706033333333,-74.858819,North
OldWelshRdWaltonRd,0.333333333333333,0.0,0.333333333333333,0.0,40.120949,-75.068667,North
OldYorkCrookedBillet,1.77777777777778,0.888888888888889,1.77777777777778,0.888888888888889,40.168957,-75.110379,North
OldYorkRdBaederRd,0.4,1.0,0.4,1.0,40.105032,-75.125079,North
OldYorkRdBeechSt,1.22222222222222,1.66666666666667,1.22222222222222,1.66666666666667,40.191885,-75.102635,North
OldYorkRdBroadSt,0.285714285714286,0.0,0.285714285714286,0.0,40.055292,-75.140841,North
OldYorkRdBroadStFS,0.0,0.05,0.0,0.05,40.054908,-75.140855,North
OldYorkRdBryerDr,0.147058823529412,0.0294117647058824,0.147058823529412,0.0294117647058824,40.085439,-75.12812,North
OldYorkRdCanterburyRd,2.157142857142857,4.942857142857143,0.719047619047619,1.6476190476190478,40.110802666666665,-75.12343633333334,North
OldYorkRdCedarAvMBFS,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.0555555555555556,40.147396,-75.115626,North
OldYorkRdChamplostAv,0.25,0.333333333333333,0.25,0.333333333333333,40.044671,-75.144715,North
OldYorkRdCheltenAv,1.4333333333333331,1.783333333333333,0.7166666666666666,0.8916666666666665,40.050777499999995,-75.1435975,North
OldYorkRdCherryStFS,0.75,0.0,0.75,0.0,40.14223,-75.112902,North
OldYorkRdChurchLn,0.15,0.1,0.15,0.1,40.046171,-75.145182,North
OldYorkRdChurchStFS,0.0,0.0,0.0,0.0,40.141122,-75.112102,North
OldYorkRdCloverlyAv,0.0857142857142857,0.771428571428571,0.0857142857142857,0.771428571428571,40.100241,-75.126022,North
OldYorkRdCrescentRd,0.0,0.0,0.0,0.0,40.184945,-75.104396,North
OldYorkRdDavisvilleRd,0.0,0.0,0.0,0.0,40.143074,-75.114769,North
OldYorkRdEastonRdFS,0.647058823529412,0.352941176470588,0.647058823529412,0.352941176470588,40.14471,-75.115946,North
OldYorkRdFairhillSt,0.0555555555555556,0.0,0.0555555555555556,0.0,40.15123,-75.113822,North
OldYorkRdFairhillStFS,0.166666666666667,0.0,0.166666666666667,0.0,40.151159,-75.114023,North
OldYorkRdFitzwatertownRd,0.0,0.0,0.0,0.0,40.159508,-75.111807,North
OldYorkRdForrestAv,1.205882352941177,2.17647058823529,0.6029411764705885,1.088235294117645,40.077867,-75.126744,North
OldYorkRdGodfreyAv,0.266666666666667,0.1333333333333333,0.1333333333333335,0.06666666666666665,40.047814,-75.145448,North
OldYorkRdGreenBriarRd,0.6857142857142859,0.0,0.34285714285714297,0.0,40.080678,-75.126791,North
OldYorkRdGreenwoodAv,0.228571428571429,1.28571428571429,0.228571428571429,1.28571428571429,40.095207,-75.12583,North
OldYorkRdGuernseyAv,1.34285714285714,1.82857142857143,1.34285714285714,1.82857142857143,40.116223,-75.12103,North
OldYorkRdHillsideAv,0.228571428571429,0.257142857142857,0.228571428571429,0.257142857142857,40.099036,-75.12598,North
OldYorkRdHomesteadRd,1.31428571428571,1.2,1.31428571428571,1.2,40.096903,-75.12593,North
OldYorkRdHoraceAv,0.257142857142857,0.142857142857143,0.257142857142857,0.142857142857143,40.117605,-75.120243,North
OldYorkRdKeithRd,0.314285714285714,0.0571428571428571,0.314285714285714,0.0571428571428571,40.120956,-75.118323,North
OldYorkRdLakesideAv,0.65,0.0,0.65,0.0,40.058625,-75.138604,North
OldYorkRdLakevueDrFS,0.333333333333333,0.0,0.333333333333333,0.0,40.15651,-75.112365,North
OldYorkRdLehmanAvFS,0.333333333333333,0.0,0.333333333333333,0.0,40.17295,-75.1083,North
OldYorkRdLincolnAv,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,40.149741,-75.114669,North
OldYorkRdLincolnAvFS,0.0,0.0,0.0,0.0,40.149741,-75.114491,North
OldYorkRdLondonRd,1.22857142857143,0.742857142857143,1.22857142857143,0.742857142857143,40.124078,-75.117469,North
OldYorkRdMadeiraAv,0.485714285714286,1.14285714285714,0.485714285714286,1.14285714285714,40.101901,-75.125908,North
OldYorkRdMadisonAv,0.0,0.25,0.0,0.25,40.186551,-75.10401,North
OldYorkRdMedaryAv,0.222222222222222,0.0,0.222222222222222,0.0,40.049944,-75.144221,North
OldYorkRdMedaryAvFS,0.9,1.25,0.9,1.25,40.049971,-75.144067,North
OldYorkRdMemorialParkEastonRd,1.71428571428571,0.857142857142857,1.71428571428571,0.857142857142857,40.143701,-75.115441,North
OldYorkRdMillRd,0.0,0.0,0.0,0.0,40.163523,-75.111209,North
OldYorkRdMillRdFS,0.5,0.833333333333333,0.5,0.833333333333333,40.167751,-75.110112,North
OldYorkRdMontgomeryAvFS,0.0,0.444444444444444,0.0,0.444444444444444,40.17912,-75.105773,North
OldYorkRdMonumentAv,0.0,2.0,0.0,2.0,40.180369,-75.105448,North
OldYorkRdMorelandAv,3.11111111111111,1.0,1.555555555555555,0.5,40.1772785,-75.10619,North
OldYorkRdMorelandRd,0.0,0.0,0.0,0.0,40.139195,-75.11275,North
OldYorkRdNedroAv,1.3,2.5,1.3,2.5,40.042858,-75.144344,North
OldYorkRdNewingtonDr,0.5555555555555549,0.333333333333333,0.27777777777777746,0.1666666666666665,40.166568999999996,-75.110408,North
OldYorkRdQuigleyLnFS,0.0,0.0,0.0,0.0,40.140194,-75.112224,North
OldYorkRdReedSt,0.0,0.166666666666667,0.0,0.166666666666667,40.153897,-75.112981,North
OldYorkRdRockwellRdFS,0.342857142857143,0.485714285714286,0.342857142857143,0.485714285714286,40.122614,-75.117523,North
OldYorkRdRodmanAv,1.42857142857143,3.91428571428571,1.42857142857143,3.91428571428571,40.103668,-75.125723,North
OldYorkRdStentonAv,1.4,1.5,1.4,1.5,40.04858,-75.144972,North
OldYorkRdSummitAv,0.777777777777778,3.111111111111108,0.25925925925925936,1.037037037037036,40.17036533333333,-75.10859533333333,North
OldYorkRdSunsetLn,0.352941176470588,0.176470588235294,0.352941176470588,0.176470588235294,40.161213,-75.111764,North
OldYorkRdSunsetLnFS,0.294117647058824,0.176470588235294,0.294117647058824,0.176470588235294,40.160926,-75.111528,North
OldYorkRdSusquehannaRd,0.0285714285714286,0.0285714285714286,0.0285714285714286,0.0285714285714286,40.11469,-75.121913,North
OldYorkRdTownshipLineRd,0.0,0.333333333333333,0.0,0.333333333333333,40.087268,-75.12797,North
OldYorkRdValleyRd,0.0,0.2,0.0,0.2,40.062974,-75.135914,North
OldYorkRdWarminsterRd,1.88888888888889,1.16666666666667,1.88888888888889,1.16666666666667,40.163317,-75.111056,North
OldYorkRdWarrenSt,0.0555555555555556,0.222222222222222,0.0555555555555556,0.222222222222222,40.152478,-75.113413,North
OldYorkRdWashingtonLn,0.0,0.0294117647058824,0.0,0.0294117647058824,40.093028,-75.12539,North
OldYorkRdWestAv,0.171428571428571,0.2,0.171428571428571,0.2,40.095948,-75.12591,North
OldYorkRdWyncoteRd,0.117647058823529,0.176470588235294,0.117647058823529,0.176470588235294,40.090192,-75.126668,North
OldYorkRdstAv,0.05,0.25,0.05,0.25,40.060817,-75.137271,North
OldYorkRdthAv,2.1000000000000036,0.9166666666666663,0.4200000000000007,0.18333333333333326,40.0844632,-75.1323426,North
OldsBlvdHoodBlvdMBFS,0.5625,0.0,0.5625,0.0,40.171151,-74.847915,North
OldsBlvdOxfordValleyRdMBFS,0.647058823529412,0.529411764705882,0.647058823529412,0.529411764705882,40.170095,-74.849191,North
OlneyAvBSt,0.0,0.0,0.0,0.0,40.034753,-75.117693,North
OlneyAvFrontSt,0.0,0.0,0.0,0.0,40.035236,-75.121545,North
OlneyAvMascherSt,0.153846153846154,0.0769230769230769,0.153846153846154,0.0769230769230769,40.035545,-75.123979,North
OlneyAvRisingSunAv,0.333333333333333,0.333333333333333,0.1666666666666665,0.1666666666666665,40.034443,-75.115093,North
OlneyAvRisingSunAvLoop,0.0,0.906666666666667,0.0,0.4533333333333335,40.03414,-75.115425,North
OlneyAvndSt,3.15384615384615,0.384615384615385,3.15384615384615,0.384615384615385,40.035727,-75.12548,North
OlneyAvrdSt,1.76923076923077,0.846153846153846,1.76923076923077,0.846153846153846,40.036027,-75.127748,North
OlneyAvrdStFS,0.75,0.4375,0.375,0.21875,40.03617,-75.127854,North
OlneyAvthSt,3.4615384615384652,2.8525641025641084,0.8653846153846163,0.7131410256410271,40.0365135,-75.13154425,North
OlneySquareDollarTree,1.9777777777777779,2.22222222222222,0.9888888888888889,1.11111111111111,40.038224,-75.1175,North
OlneySquarePostOffice,0.1,0.2,0.05,0.1,40.037561,-75.120069,North
OlneySquareShopRite,0.0,0.444444444444444,0.0,0.222222222222222,40.038345,-75.119356,North
OlneyTransportationCenter,0.533333333333333,0.966666666666667,0.2666666666666665,0.4833333333333335,40.038747,-75.144114,North
OlneyTransportationCenterBSL,0.235294117647059,0.3088235294117647,0.1176470588235295,0.15441176470588236,40.039039,-75.144678,North
OregonAvBroadSt,0.4,0.75,0.2,0.375,39.916762,-75.171603,North
OregonAvWeccacoeAv,0.25,0.125,0.25,0.125,39.912867,-75.141001,North
OregonAvthSt,0.8202020202020199,0.3065656565656565,0.164040404040404,0.0613131313131313,39.915294599999996,-75.1595344,North
OregonStationBSL,1.4,1.5,0.7,0.75,39.91678,-75.171332,North
OrthodoxStMelroseSt,2.0,1.0,2.0,1.0,40.006793,-75.078129,North
OverbrookAvHaverfordAv,0.3125,0.8125,0.3125,0.8125,39.978862,-75.268439,North
OxfordAvBleighAv,4.9,3.6,4.9,3.6,40.063876,-75.083562,North
OxfordAvRockwellAv,0.6,0.0,0.6,0.0,40.066823,-75.08408,North
OxfordStAmericanSt,0.0769230769230769,0.230769230769231,0.0769230769230769,0.230769230769231,39.974874,-75.139913,North
OxfordValleyMallJCPenney,0.6807095343680709,0.1152993348115299,0.34035476718403546,0.05764966740576495,40.182396,-74.881256,North
OxfordValleyRdBedfordRd,0.411764705882353,0.705882352941177,0.411764705882353,0.705882352941177,40.177549,-74.86517,North
OxfordValleyRdDevonRd,0.117647058823529,0.0588235294117647,0.117647058823529,0.0588235294117647,40.176385,-74.862194,North
OxfordValleyRdOldsBlvdMBNS,0.0588235294117647,0.176470588235294,0.0588235294117647,0.176470588235294,40.171539,-74.852626,North
OxfordValleyRdSBucksTownDr,0.357142857142857,0.428571428571429,0.357142857142857,0.428571428571429,40.183161,-74.870659,North
OxfordValleyRdSOldsBlvdMBFS,0.875,0.125,0.875,0.125,40.17134,-74.852177,North
PASummitTraceFS,0.0,0.1,0.0,0.1,40.21851,-74.926092,North
PASummitTraceRdFS,0.0,0.2,0.0,0.2,40.218664,-74.926648,North
PackerAvBroadSt,0.495798319327731,0.117647058823529,0.2478991596638655,0.0588235294117645,39.911676,-75.171905,North
PackerAvthSt,0.470588235294118,0.0,0.470588235294118,0.0,39.91137,-75.170513,North
PaoliPkTurnerLn,0.0,0.25,0.0,0.25,39.968149,-75.587825,North
ParkAvGermantownPk,0.888888888888889,0.0,0.4444444444444445,0.0,40.161595,-75.379853,North
ParkAvMainStMBFS,6.2,3.33333333333333,3.1,1.666666666666665,40.147605,-75.394273,North
ParksideAvBelmontAvFS,0.0,0.0,0.0,0.0,39.977502,-75.212849,North
ParksideAvstSt,1.11111111111111,0.0,1.11111111111111,0.0,39.975278,-75.206512,North
ParksideAvthStMBNS,0.176470588235294,0.588235294117647,0.176470588235294,0.588235294117647,39.979555,-75.218052,North
ParkviewStationNHSL,3.657945736434112,1.9644322845417284,0.914486434108528,0.4911080711354321,39.968990500000004,-75.2748155,North
ParkwayDr,0.333333333333333,0.111111111111111,0.1666666666666665,0.0555555555555555,39.960952,-75.3362355,North
ParkwayDrDrexelRd,1.023809523809524,0.357142857142857,0.511904761904762,0.1785714285714285,39.961254,-75.339967,North
ParkwayDrOpp,0.428571428571429,0.285714285714286,0.428571428571429,0.285714285714286,39.961573,-75.33751,North
ParkwayDrRedHillDr,0.777777777777778,0.0,0.777777777777778,0.0,39.959457,-75.348142,North
ParkwayDrReedRdMBFS,2.14285714285714,2.5,2.14285714285714,2.5,39.959277,-75.346229,North
ParkwayDrReedRdMBNS,0.444444444444444,1.66666666666667,0.444444444444444,1.66666666666667,39.959446,-75.34565,North
ParkwayDrSussexBlvd,1.128571428571429,1.285714285714286,0.37619047619047635,0.42857142857142866,39.96010666666667,-75.34176766666667,North
ParkwestTownCenter,0.571428571428571,0.214285714285714,0.2857142857142855,0.107142857142857,39.978715,-75.222733,North
ParxCasino,2.21428571428571,1.0,2.21428571428571,1.0,40.117172,-74.953046,North
PaschallAvthSt,1.161764705882353,0.5588235294117647,0.5808823529411765,0.27941176470588236,39.939953,-75.211333,North
PasqualoneBlvdBensalemBlvd,0.5,0.0,0.5,0.0,40.139547,-74.929572,North
PasqualoneBlvdBensalemBlvdFS,0.2,0.3,0.2,0.3,40.140074,-74.92971,North
PasqualoneBlvdBristolRdFS,0.7,0.0,0.7,0.0,40.131831,-74.924038,North
PasqualoneBlvdDeclarationDr,0.4,0.1,0.2,0.05,40.143874999999994,-74.93267349999999,North
PasqualoneBlvdSpringdaleDr,0.0,0.0,0.0,0.0,40.134695,-74.92595349999999,North
PasqualoneBristolRd,0.0,0.2,0.0,0.2,40.131938,-74.92386,North
PassyunkAvBuistAv,0.0,0.1417497231450719,0.0,0.07087486157253595,39.9135415,-75.239557,North
PassyunkAvDickinsonSt,0.05,0.4,0.05,0.4,39.930844,-75.162191,North
PassyunkAvIslandAvFS,0.111111111111111,0.888888888888889,0.111111111111111,0.888888888888889,39.913176,-75.242668,North
PassyunkAvrdSt,0.1904761904761904,0.642857142857143,0.06349206349206347,0.21428571428571433,39.914581999999996,-75.23258833333334,North
PassyunkAvrdStMBFS,1.85714285714286,1.85714285714286,1.85714285714286,1.85714285714286,39.916529,-75.218734,North
PassyunkAvrdStMBNS,0.142857142857143,0.0714285714285714,0.142857142857143,0.0714285714285714,39.916359,-75.218605,North
PassyunkAvstStFS,0.357142857142857,0.142857142857143,0.357142857142857,0.142857142857143,39.918165,-75.209841,North
PassyunkAvthSt,0.25,0.7,0.25,0.7,39.931609,-75.16122,North
PattisonAvthStFS,0.6,0.5,0.3,0.25,39.90653,-75.182663,North
PenAmblerRdStaffordDr,0.5,0.0,0.16666666666666666,0.0,40.16838,-75.242142,North
PenfieldStationManoaRdNHSL,0.5991792065663472,0.3406292749658007,0.19972640218878238,0.1135430916552669,39.981003,-75.28396866666667,North
PennStPrattSt,0.538461538461538,0.0,0.538461538461538,0.0,40.023729,-75.079926,North
PennStStation,0.5,0.0,0.5,0.0,39.928653,-75.29202,North
PennStateUniversity,0.538461538461538,0.153846153846154,0.538461538461538,0.153846153846154,39.928388,-75.447234,North
PennellRdBaltimorePk,0.117647058823529,0.117647058823529,0.0588235294117645,0.0588235294117645,39.912673,-75.439818,North
PennellRdBaltimorePkFS,0.5588235294117647,1.176470588235294,0.27941176470588236,0.588235294117647,39.912681,-75.439606,North
PennellRdChestnutAv,3.30769230769231,5.53846153846154,3.30769230769231,5.53846153846154,39.901231,-75.438094,North
PennellRdGlenRiddleRdFS,0.0,0.0,0.0,0.0,39.895011,-75.435285,North
PennellRdGlendaleBlvd,1.1875,2.875,0.59375,1.4375,39.883846,-75.430234,North
PennellRdGlenwoodDr,0.151515151515152,0.0909090909090909,0.151515151515152,0.0909090909090909,39.914663,-75.43983,North
PennellRdLampostLnFS,0.153846153846154,0.0,0.153846153846154,0.0,39.858483,-75.426979,North
PennellRdLaurelLn,1.2,0.0,1.2,0.0,39.897376,-75.436477,North
PennellRdLehrBlvd,0.0769230769230769,0.0,0.0769230769230769,0.0,39.866024,-75.428029,North
PennellRdLehrBlvdFS,0.153846153846154,0.0,0.153846153846154,0.0,39.865917,-75.428206,North
PennellRdWeirRd,2.75344180225281,0.693366708385482,1.376720901126405,0.346683354192741,39.864239,-75.427958,North
PennellRdWeirRdFS,0.153846153846154,0.0,0.153846153846154,0.0,39.864391,-75.427758,North
PennellRdWeirRdMBNS,0.43304130162703386,0.3366708385481857,0.21652065081351693,0.16833541927409285,39.863347,-75.427604,North
PennsLanding,3.626470588235294,0.692647058823529,1.2088235294117646,0.23088235294117632,39.94907633333333,-75.14031633333333,North
PennsTrPABypassFS,0.444444444444444,0.0,0.444444444444444,0.0,40.222845,-74.909857,North
PennsTrailPAMBNS,0.0,0.0,0.0,0.0,40.22373,-74.910159,North
PennsylvaniaAvBridgeSt,0.3,1.3,0.3,1.3,40.207731,-74.775276,North
PennsylvaniaAvCampHillRd,3.04444444444444,0.117647058823529,1.0148148148148133,0.039215686274509665,40.125764333333336,-75.19514,North
