Route,Direction,Pattern,Trip,Trip Code,Trip Type,Stop Code,Stop Seq.,Avg. Ons,Avg. Offs,Load,Dwell Time,Sch. Start Time,Sch. End Time,Act. Start Time,Act. End Time,Time Dev,Sch. Run Time,Act. Run Time,Run Dev
23,Northbound,N23,[14:35] 8555278,8555278,Revenue,1188st,(042) - Germantown Av & Erie Av,5.33333333333333,3.13333333333333,20.4,00:00:46,15:06:44,15:06:44,15:10:30,15:08:16,00:03:46,00:01:16,00:02:05,00:00:49
23,Northbound,N23,[14:44] 8555282,8555282,Revenue,1188st,(042) - Germantown Av & Erie Av,4.0,2.5,12.7857142857143,00:00:32,15:15:44,15:15:44,15:18:24,15:16:31,00:02:40,00:01:16,00:01:47,00:00:31
23,Northbound,N23,[14:52] 8555279,8555279,Revenue,1188st,(042) - Germantown Av & Erie Av,4.11111111111111,2.55555555555556,15.0555555555556,00:00:50,15:23:44,15:23:44,15:26:56,15:24:42,00:03:12,00:01:16,00:02:04,00:00:48
23,Northbound,N23,[14:59] 8555301,8555301,Revenue,1188st,(042) - Germantown Av & Erie Av,2.6,1.5,9.9,00:00:28,15:30:44,15:30:44,15:33:51,15:31:26,00:03:07,00:01:16,00:02:17,00:01:01
23,Northbound,N23,[15:06] 8555224,8555224,Revenue,1188st,(042) - Germantown Av & Erie Av,2.94444444444444,2.88888888888889,16.6111111111111,00:00:45,15:37:44,15:37:44,15:38:26,15:36:01,00:00:42,00:01:16,00:02:09,00:00:53
23,Northbound,N23,[15:13] 8555225,8555225,Revenue,1188st,(042) - Germantown Av & Erie Av,3.85714285714286,1.71428571428571,14.5714285714286,00:00:32,15:44:44,15:44:44,15:45:23,15:43:13,00:00:39,00:01:16,00:02:03,00:00:47
23,Northbound,N23,[15:20] 8555223,8555223,Revenue,1188st,(042) - Germantown Av & Erie Av,3.23076923076923,2.0,16.5384615384615,00:00:34,15:51:44,15:51:44,15:53:32,15:50:54,00:01:48,00:01:16,00:02:16,00:01:00
23,Northbound,N23,[15:27] 8555226,8555226,Revenue,1188st,(042) - Germantown Av & Erie Av,4.05,2.25,16.95,00:00:37,15:58:44,15:58:44,16:03:28,16:01:22,00:04:44,00:01:16,00:02:07,00:00:51
23,Northbound,N23,[15:34] 8555227,8555227,Revenue,1188st,(042) - Germantown Av & Erie Av,5.4,2.8,19.5,00:00:38,16:05:44,16:05:44,16:12:12,16:10:08,00:06:28,00:01:16,00:01:56,00:00:40
23,Northbound,N23,[15:42] 8555228,8555228,Revenue,1188st,(042) - Germantown Av & Erie Av,4.21428571428571,2.0,17.7142857142857,00:00:40,16:13:44,16:13:44,16:15:53,16:13:56,00:02:09,00:01:16,00:01:49,00:00:33
23,Northbound,N23,[15:50] 8555263,8555263,Revenue,1188st,(042) - Germantown Av & Erie Av,3.69230769230769,1.69230769230769,14.6923076923077,00:00:34,16:21:44,16:21:44,16:22:42,16:20:33,00:00:58,00:01:16,00:02:14,00:00:58
23,Northbound,N23,[15:57] 8555230,8555230,Revenue,1188st,(042) - Germantown Av & Erie Av,3.86666666666667,1.46666666666667,12.0666666666667,00:00:40,16:28:44,16:28:44,16:28:46,16:26:07,00:00:02,00:01:16,00:02:10,00:00:54
23,Northbound,N23,[16:04] 8555231,8555231,Revenue,1188st,(042) - Germantown Av & Erie Av,3.82352941176471,1.88235294117647,12.2352941176471,00:00:35,16:35:44,16:35:44,16:36:53,16:34:41,00:01:09,00:01:16,00:02:24,00:01:08
23,Northbound,N23,[16:11] 8555232,8555232,Revenue,1188st,(042) - Germantown Av & Erie Av,4.125,1.75,17.5,00:00:49,16:42:44,16:42:44,16:47:40,16:44:52,00:04:56,00:01:16,00:02:12,00:00:56
23,Northbound,N23,[16:18] 8555233,8555233,Revenue,1188st,(042) - Germantown Av & Erie Av,3.42857142857143,0.928571428571429,13.0714285714286,00:00:26,16:49:44,16:49:44,16:50:32,16:48:46,00:00:48,00:01:16,00:01:41,00:00:25
23,Northbound,N23,[16:25] 8555234,8555234,Revenue,1188st,(042) - Germantown Av & Erie Av,2.8,1.33333333333333,11.2666666666667,00:00:28,16:56:44,16:56:44,16:59:59,16:57:47,00:03:15,00:01:16,00:02:02,00:00:46
23,Northbound,N23,[16:34] 8555241,8555241,Revenue,1188st,(042) - Germantown Av & Erie Av,4.91304347826087,2.04347826086957,17.7826086956522,00:00:33,17:04:49,17:04:49,17:08:14,17:05:59,00:03:25,00:01:11,00:02:09,00:00:58
23,Northbound,N23,[16:42] 8555242,8555242,Revenue,1188st,(042) - Germantown Av & Erie Av,3.9,1.9,13.3,00:00:38,17:12:49,17:12:49,17:15:10,17:13:07,00:02:21,00:01:11,00:01:55,00:00:44
23,Northbound,N23,[16:50] 8555243,8555243,Revenue,1188st,(042) - Germantown Av & Erie Av,1.38461538461538,1.92307692307692,9.61538461538461,00:00:16,17:20:49,17:20:49,17:19:16,17:17:13,-00:01:33,00:01:11,00:01:41,00:00:30
23,Northbound,N23,[16:58] 8555244,8555244,Revenue,1188st,(042) - Germantown Av & Erie Av,2.28571428571429,1.42857142857143,10.8571428571429,00:00:27,17:28:49,17:28:49,17:29:01,17:26:34,00:00:12,00:01:11,00:02:01,00:00:50
23,Northbound,N23,[17:06] 8555245,8555245,Revenue,1188st,(042) - Germantown Av & Erie Av,5.58823529411765,2.05882352941176,18.1764705882353,00:00:45,17:36:49,17:36:49,17:37:58,17:35:35,00:01:09,00:01:11,00:02:14,00:01:03
23,Northbound,N23,[17:14] 8555246,8555246,Revenue,1188st,(042) - Germantown Av & Erie Av,3.33333333333333,2.19047619047619,15.4761904761905,00:00:28,17:44:49,17:44:49,17:45:18,17:43:06,00:00:29,00:01:11,00:01:58,00:00:47
23,Northbound,N23,[17:22] 8555229,8555229,Revenue,1188st,(042) - Germantown Av & Erie Av,3.2,2.2,13.2,00:00:29,17:52:49,17:52:49,17:53:42,17:51:44,00:00:54,00:01:11,00:01:51,00:00:40
23,Northbound,N23,[17:31] 8555252,8555252,Revenue,1188st,(042) - Germantown Av & Erie Av,3.2,1.33333333333333,16.4,00:00:25,18:00:53,18:00:53,18:02:45,18:00:31,00:01:52,00:01:07,00:02:05,00:00:58
23,Northbound,N23,[17:40] 8555253,8555253,Revenue,1188st,(042) - Germantown Av & Erie Av,3.41666666666667,1.5,13.1666666666667,00:00:26,18:08:53,18:08:53,18:09:10,18:07:11,00:00:17,00:01:07,00:01:43,00:00:36
23,Northbound,N23,[17:48] 8555257,8555257,Revenue,1188st,(042) - Germantown Av & Erie Av,4.0,2.21052631578947,15.3684210526316,00:00:44,18:16:53,18:16:53,18:19:12,18:17:09,00:02:19,00:01:07,00:01:54,00:00:47
23,Northbound,N23,[17:57] 8555258,8555258,Revenue,1188st,(042) - Germantown Av & Erie Av,1.88235294117647,1.17647058823529,11.2352941176471,00:00:27,18:24:53,18:24:53,18:25:06,18:23:14,00:00:13,00:01:07,00:01:38,00:00:31
23,Northbound,N23,[18:06] 8555259,8555259,Revenue,1188st,(042) - Germantown Av & Erie Av,2.65,1.45,11.6,00:00:29,18:33:00,18:33:00,18:32:35,18:30:41,-00:00:25,00:01:00,00:01:44,00:00:44
23,Northbound,N23,[18:15] 8555260,8555260,Revenue,1188st,(042) - Germantown Av & Erie Av,1.91666666666667,1.25,13.25,00:00:15,18:42:00,18:42:00,18:42:39,18:41:02,00:00:39,00:01:00,00:01:31,00:00:31
23,Northbound,N23,[18:24] 8555261,8555261,Revenue,1188st,(042) - Germantown Av & Erie Av,2.68421052631579,2.05263157894737,13.0,00:00:30,18:51:00,18:51:00,18:55:03,18:53:05,00:04:03,00:01:00,00:01:48,00:00:48
23,Northbound,N23,[18:34] 8555262,8555262,Revenue,1188st,(042) - Germantown Av & Erie Av,4.2,2.2,12.4,00:00:54,19:00:06,19:00:06,19:02:12,18:59:29,00:02:06,00:00:54,00:02:37,00:01:43
23,Northbound,N23,[18:45] 8555264,8555264,Revenue,1188st,(042) - Germantown Av & Erie Av,3.5,1.33333333333333,11.4166666666667,00:00:26,19:10:06,19:10:06,19:11:27,19:09:42,00:01:21,00:00:54,00:01:47,00:00:53
23,Northbound,N23,[18:55] 8555217,8555217,Revenue,1188st,(042) - Germantown Av & Erie Av,2.44444444444444,1.55555555555556,11.6666666666667,00:00:25,19:20:06,19:20:06,19:23:08,19:21:27,00:03:02,00:00:54,00:01:32,00:00:38
23,Northbound,N23,[19:05] 8555265,8555265,Revenue,1188st,(042) - Germantown Av & Erie Av,2.38461538461538,1.30769230769231,8.46153846153846,00:00:33,19:30:06,19:30:06,19:31:01,19:29:07,00:00:55,00:00:54,00:01:45,00:00:51
23,Northbound,N23,[19:15] 8555184,8555184,Revenue,1188st,(042) - Germantown Av & Erie Av,2.07142857142857,1.07142857142857,10.5,00:00:33,19:40:06,19:40:06,19:42:04,19:40:13,00:01:58,00:00:54,00:01:40,00:00:46
23,Northbound,N23,[19:25] 8555185,8555185,Revenue,1188st,(042) - Germantown Av & Erie Av,2.14285714285714,1.23809523809524,11.2857142857143,00:00:24,19:50:06,19:50:06,19:52:38,19:50:50,00:02:32,00:00:54,00:01:35,00:00:41
23,Northbound,N23,[19:35] 8555186,8555186,Revenue,1188st,(042) - Germantown Av & Erie Av,2.47368421052632,0.842105263157895,8.47368421052632,00:00:29,20:00:06,20:00:06,20:01:04,19:59:19,00:00:58,00:00:54,00:01:37,00:00:43
23,Northbound,N23,[19:46] 8555187,8555187,Revenue,1188st,(042) - Germantown Av & Erie Av,2.85714285714286,1.14285714285714,12.0,00:00:39,20:11:06,20:11:06,20:13:45,20:11:33,00:02:39,00:00:54,00:02:03,00:01:09
23,Northbound,N23,[19:58] 8555188,8555188,Revenue,1188st,(042) - Germantown Av & Erie Av,2.75,1.0,11.6875,00:00:20,20:23:06,20:23:06,20:23:18,20:21:37,00:00:12,00:00:54,00:01:32,00:00:38
23,Northbound,N23,[20:10] 8555191,8555191,Revenue,1188st,(042) - Germantown Av & Erie Av,1.91666666666667,0.916666666666667,11.4166666666667,00:00:23,20:35:06,20:35:06,20:36:21,20:34:25,00:01:15,00:00:54,00:01:41,00:00:47
23,Northbound,N23,[20:24] 8555192,8555192,Revenue,1188st,(042) - Germantown Av & Erie Av,2.77777777777778,1.66666666666667,12.5555555555556,00:00:27,20:49:06,20:49:06,20:51:20,20:49:30,00:02:14,00:00:54,00:01:39,00:00:45
23,Northbound,N23,[20:39] 8555193,8555193,Revenue,1188st,(042) - Germantown Av & Erie Av,2.53333333333333,1.53333333333333,11.0666666666667,00:00:35,21:04:06,21:04:06,21:06:12,21:04:04,00:02:06,00:00:54,00:02:00,00:01:06
23,Northbound,N23,[20:54] 8555194,8555194,Revenue,1188st,(042) - Germantown Av & Erie Av,2.84210526315789,0.947368421052632,11.5789473684211,00:00:21,21:19:06,21:19:06,21:19:38,21:17:42,00:00:32,00:00:54,00:01:44,00:00:50
23,Northbound,N23,[21:09] 8555182,8555182,Revenue,1188st,(042) - Germantown Av & Erie Av,2.65909090909091,1.27272727272727,13.1363636363636,00:00:26,21:33:06,21:33:06,21:36:25,21:34:29,00:03:19,00:00:54,00:01:47,00:00:53
23,Northbound,N23,[21:25] 8555195,8555195,Revenue,1188st,(042) - Germantown Av & Erie Av,2.61111111111111,0.611111111111111,12.8333333333333,00:00:29,21:49:06,21:49:06,21:50:21,21:48:28,00:01:15,00:00:54,00:01:40,00:00:46
23,Northbound,N23,[21:49] 8555196,8555196,Revenue,1188st,(042) - Germantown Av & Erie Av,2.0,1.35294117647059,14.0,00:00:23,22:12:13,22:12:13,22:16:02,22:14:20,00:03:49,00:00:47,00:01:38,00:00:51
23,Northbound,N23,[22:12] 8555197,8555197,Revenue,1188st,(042) - Germantown Av & Erie Av,4.42857142857143,0.714285714285714,20.7142857142857,00:00:31,22:34:13,22:34:13,22:37:21,22:35:22,00:03:08,00:00:47,00:01:47,00:01:00
23,Northbound,N23,[22:35] 8555198,8555198,Revenue,1188st,(042) - Germantown Av & Erie Av,2.64285714285714,0.857142857142857,13.5714285714286,00:00:35,22:57:13,22:57:13,23:00:54,22:58:59,00:03:41,00:00:47,00:01:40,00:00:53
23,Northbound,N23,[23:02] 8555199,8555199,Revenue,1188st,(042) - Germantown Av & Erie Av,3.6,2.06666666666667,16.8666666666667,00:00:38,23:23:13,23:23:13,23:25:41,23:23:34,00:02:28,00:00:47,00:02:03,00:01:16
23,Northbound,N23,[23:26] 8555200,8555200,Revenue,1188st,(042) - Germantown Av & Erie Av,2.84090909090909,1.02272727272727,15.7045454545455,00:00:33,23:47:13,23:47:13,23:49:54,23:48:06,00:02:41,00:00:47,00:01:37,00:00:50
23,Northbound,N23,[23:50] 8555183,8555183,Revenue,1188st,(042) - Germantown Av & Erie Av,1.27777777777778,0.888888888888889,10.8333333333333,00:00:16,24:11:13,24:11:13,24:14:41,24:13:05,00:03:28,00:00:47,00:01:33,00:00:46
23,Northbound,N23,[24:16] 8555201,8555201,Revenue,1188st,(042) - Germantown Av & Erie Av,0.882352941176471,1.17647058823529,9.64705882352941,00:00:16,24:35:13,24:35:13,24:38:55,24:37:24,00:03:42,00:00:47,00:01:18,00:00:31
23,Northbound,N23,[24:41] 8555202,8555202,Revenue,1188st,(042) - Germantown Av & Erie Av,2.14285714285714,0.642857142857143,8.92857142857143,00:00:30,25:00:13,25:00:13,25:04:03,25:02:20,00:03:50,00:00:47,00:01:38,00:00:44
23,Northbound,N23,[25:09] 8555203,8555203,Revenue,1188st,(042) - Germantown Av & Erie Av,0.428571428571429,0.428571428571429,8.42857142857143,00:00:14,25:28:13,25:28:13,25:30:28,25:29:09,00:02:15,00:00:47,00:01:16,00:00:29
23,Northbound,N23,[25:39] 8555204,8555204,Revenue,1188st,(042) - Germantown Av & Erie Av,1.3953488372093,0.232558139534884,6.97674418604651,00:00:19,25:58:13,25:58:13,26:00:18,25:58:54,00:02:05,00:00:47,00:01:23,00:00:36
23,Northbound,N23,[26:09] 8555207,8555207,Revenue,1188st,(042) - Germantown Av & Erie Av,0.6,0.533333333333333,4.8,00:00:14,26:28:13,26:28:13,26:29:00,26:27:40,00:00:47,00:00:47,00:01:19,00:00:25
53,Northbound,N1,[04:53] 8572575,8572575,Revenue,21261st,(015) - Erie Av & Germantown Av ,2.47058823529412,0.941176470588235,3.23529411764706,00:00:24,04:57:00,04:57:00,05:01:48,05:00:27,00:04:48,00:00:35,00:01:17,00:00:42
53,Northbound,N1,[05:22] 8572576,8572576,Revenue,21261st,(015) - Erie Av & Germantown Av ,0.5,0.4,2.3,00:00:07,05:26:00,05:26:00,05:29:39,05:29:00,00:03:39,00:00:39,00:00:32,-00:00:07
53,Northbound,N1,[05:50] 8572577,8572577,Revenue,21261st,(015) - Erie Av & Germantown Av ,0.944444444444444,0.333333333333333,1.38888888888889,00:00:13,05:54:00,05:54:00,05:58:03,05:56:57,00:04:03,00:00:39,00:01:03,00:00:24
53,Northbound,N1,[06:09] 8572578,8572578,Revenue,21261st,(015) - Erie Av & Germantown Av ,0.588235294117647,0.352941176470588,2.70588235294118,00:00:11,06:14:00,06:14:00,06:19:13,06:18:21,00:05:13,00:00:39,00:00:51,00:00:12
53,Northbound,N1,[06:24] 8572579,8572579,Revenue,21261st,(015) - Erie Av & Germantown Av ,0.958333333333333,0.166666666666667,2.25,00:00:09,06:29:00,06:29:00,06:32:46,06:31:32,00:03:46,00:00:39,00:01:15,00:00:36
53,Northbound,N2,[06:29] 8572582,8572582,Revenue,21261st,(020) - Erie Av & Germantown Av ,0.818181818181818,0.636363636363636,1.45454545454545,00:00:19,06:44:00,06:44:00,06:46:30,06:45:16,00:02:30,00:00:39,00:01:07,00:00:28
53,Northbound,N1,[06:54] 8572583,8572583,Revenue,21261st,(015) - Erie Av & Germantown Av ,0.722222222222222,1.27777777777778,2.0,00:00:19,06:59:00,06:59:00,07:02:07,07:00:45,00:03:07,00:00:39,00:01:19,00:00:40
53,Northbound,N1,[07:09] 8572584,8572584,Revenue,21261st,(015) - Erie Av & Germantown Av ,0.9375,1.3125,1.8125,00:00:16,07:14:00,07:14:00,07:17:36,07:16:27,00:03:36,00:00:43,00:01:07,00:00:24
53,Northbound,N1,[07:24] 8572580,8572580,Revenue,21261st,(015) - Erie Av & Germantown Av ,3.0,0.230769230769231,4.07692307692308,00:00:28,07:29:00,07:29:00,07:31:46,07:30:35,00:02:46,00:00:43,00:01:08,00:00:25
53,Northbound,N2,[07:29] 8572585,8572585,Revenue,21261st,(020) - Erie Av & Germantown Av ,1.55555555555556,1.83333333333333,2.72222222222222,00:00:25,07:44:00,07:44:00,07:48:13,07:46:52,00:04:13,00:00:43,00:01:19,00:00:36
53,Northbound,N1,[07:54] 8572586,8572586,Revenue,21261st,(015) - Erie Av & Germantown Av ,1.79166666666667,0.625,2.29166666666667,00:00:23,07:59:00,07:59:00,08:02:56,08:01:27,00:03:56,00:00:43,00:01:23,00:00:40
53,Northbound,N2,[08:01] 8572587,8572587,Revenue,21261st,(020) - Erie Av & Germantown Av ,3.54545454545455,3.0,5.45454545454545,00:00:38,08:16:00,08:16:00,08:18:08,08:16:59,00:02:08,00:00:47,00:01:07,00:00:20
53,Northbound,N2,[08:19] 8572588,8572588,Revenue,21261st,(020) - Erie Av & Germantown Av ,2.33333333333333,1.77777777777778,4.5,00:00:30,08:34:00,08:34:00,08:35:08,08:33:43,00:01:08,00:00:47,00:01:22,00:00:35
53,Northbound,N2,[08:39] 8572589,8572589,Revenue,21261st,(020) - Erie Av & Germantown Av ,2.76923076923077,1.76923076923077,5.07692307692308,00:00:26,08:54:00,08:54:00,08:53:56,08:52:34,-00:00:04,00:00:47,00:01:23,00:00:36
53,Northbound,N2,[09:04] 8572590,8572590,Revenue,21261st,(020) - Erie Av & Germantown Av ,1.61111111111111,1.5,2.72222222222222,00:00:43,09:19:00,09:19:00,09:19:55,09:18:17,00:00:55,00:00:47,00:01:34,00:00:47
53,Northbound,N2,[09:29] 8572591,8572591,Revenue,21261st,(020) - Erie Av & Germantown Av ,3.33333333333333,1.25,5.08333333333333,00:00:58,09:44:00,09:44:00,09:46:53,09:45:17,00:02:53,00:00:43,00:01:36,00:00:53
53,Northbound,N2,[09:54] 8572592,8572592,Revenue,21261st,(020) - Erie Av & Germantown Av ,2.05263157894737,1.94736842105263,3.57894736842105,00:00:21,10:09:00,10:09:00,10:09:52,10:08:28,00:00:52,00:00:43,00:01:22,00:00:39
53,Northbound,N2,[10:19] 8572593,8572593,Revenue,21261st,(020) - Erie Av & Germantown Av ,3.0,2.42857142857143,3.5,00:02:12,10:34:00,10:34:00,10:35:25,10:32:07,00:01:25,00:00:43,00:03:00,00:02:17
53,Northbound,N2,[10:44] 8572594,8572594,Revenue,21261st,(020) - Erie Av & Germantown Av ,4.21052631578947,1.94736842105263,5.21052631578947,00:03:23,10:59:00,10:59:00,11:01:16,10:56:53,00:02:16,00:00:43,00:05:13,00:04:02
53,Northbound,N2,[11:09] 8572595,8572595,Revenue,21261st,(020) - Erie Av & Germantown Av ,1.41666666666667,1.66666666666667,2.58333333333333,00:00:22,11:24:00,11:24:00,11:25:08,11:23:54,00:01:08,00:00:43,00:01:12,00:00:30
53,Northbound,N2,[11:34] 8572596,8572596,Revenue,21261st,(020) - Erie Av & Germantown Av ,1.89473684210526,0.894736842105263,3.47368421052632,00:00:23,11:49:00,11:49:00,11:50:10,11:49:04,00:01:10,00:00:43,00:01:07,00:00:24
53,Northbound,N2,[11:59] 8572597,8572597,Revenue,21261st,(020) - Erie Av & Germantown Av ,3.13333333333333,1.46666666666667,4.46666666666667,00:00:36,12:14:00,12:14:00,12:12:49,12:11:21,-00:01:11,00:00:43,00:01:27,00:00:44
53,Northbound,N2,[12:24] 8572598,8572598,Revenue,21261st,(020) - Erie Av & Germantown Av ,3.55555555555556,2.27777777777778,5.61111111111111,00:00:37,12:39:00,12:39:00,12:41:40,12:40:24,00:02:40,00:00:43,00:01:17,00:00:34
53,Northbound,N2,[12:49] 8572599,8572599,Revenue,21261st,(020) - Erie Av & Germantown Av ,2.75,1.0,4.75,00:00:34,13:04:00,13:04:00,13:05:20,13:04:10,00:01:20,00:00:43,00:01:11,00:00:28
53,Northbound,N2,[13:11] 8572601,8572601,Revenue,21261st,(020) - Erie Av & Germantown Av ,2.05263157894737,1.15789473684211,3.15789473684211,00:00:33,13:26:00,13:26:00,13:28:27,13:27:04,00:02:27,00:00:43,00:01:19,00:00:36
53,Northbound,N2,[13:31] 8572602,8572602,Revenue,21261st,(020) - Erie Av & Germantown Av ,2.5,0.571428571428571,4.14285714285714,00:00:31,13:46:00,13:46:00,13:45:42,13:44:23,-00:00:18,00:00:43,00:01:15,00:00:32
53,Northbound,N2,[13:51] 8572571,8572571,Revenue,21261st,(020) - Erie Av & Germantown Av ,2.94444444444444,1.72222222222222,4.27777777777778,00:00:29,14:06:00,14:06:00,14:07:57,14:06:44,00:01:57,00:00:47,00:01:08,00:00:21
53,Northbound,N1,[14:21] 8572603,8572603,Revenue,21261st,(015) - Erie Av & Germantown Av ,3.08333333333333,0.75,4.33333333333333,00:00:27,14:26:00,14:26:00,14:31:24,14:29:57,00:05:24,00:00:47,00:01:22,00:00:35
53,Northbound,N2,[14:29] 8572570,8572570,Revenue,21261st,(020) - Erie Av & Germantown Av ,3.66666666666667,2.16666666666667,4.91666666666667,00:00:37,14:44:00,14:44:00,14:46:34,14:44:51,00:02:34,00:00:47,00:01:40,00:00:54
53,Northbound,N2,[14:47] 8572572,8572572,Revenue,21261st,(020) - Erie Av & Germantown Av ,3.36842105263158,1.36842105263158,4.84210526315789,00:00:34,15:02:00,15:02:00,15:03:30,15:02:10,00:01:30,00:00:47,00:01:20,00:00:33
53,Northbound,N1,[15:15] 8572604,8572604,Revenue,21261st,(015) - Erie Av & Germantown Av ,3.2,1.0,4.33333333333333,00:00:35,15:20:00,15:20:00,15:24:13,15:22:49,00:04:13,00:00:47,00:01:20,00:00:33
53,Northbound,N2,[15:23] 8572605,8572605,Revenue,21261st,(020) - Erie Av & Germantown Av ,2.94444444444444,3.0,6.44444444444444,00:00:41,15:38:00,15:38:00,15:40:47,15:39:23,00:02:47,00:00:47,00:01:24,00:00:37
53,Northbound,N1,[15:51] 8572606,8572606,Revenue,21261st,(015) - Erie Av & Germantown Av ,2.92307692307692,0.230769230769231,3.61538461538462,00:00:26,15:56:00,15:56:00,16:00:22,15:59:12,00:04:22,00:00:47,00:01:06,00:00:19
53,Northbound,N2,[15:59] 8572607,8572607,Revenue,21261st,(020) - Erie Av & Germantown Av ,2.83333333333333,2.83333333333333,6.08333333333333,00:00:25,16:14:00,16:14:00,16:15:59,16:14:42,00:01:59,00:00:51,00:01:14,00:00:22
53,Northbound,N1,[16:27] 8572608,8572608,Revenue,21261st,(015) - Erie Av & Germantown Av ,6.46153846153846,0.307692307692308,7.15384615384615,00:00:41,16:32:00,16:32:00,16:37:30,16:36:03,00:05:30,00:00:51,00:01:25,00:00:34
53,Northbound,N2,[16:35] 8572609,8572609,Revenue,21261st,(020) - Erie Av & Germantown Av ,2.93333333333333,3.66666666666667,5.2,00:02:16,16:50:00,16:50:00,16:51:22,16:48:06,00:01:22,00:00:51,00:03:14,00:02:23
53,Northbound,N1,[17:03] 8572610,8572610,Revenue,21261st,(015) - Erie Av & Germantown Av ,5.0,0.111111111111111,5.72222222222222,00:00:33,17:08:00,17:08:00,17:13:43,17:12:27,00:05:43,00:00:51,00:01:17,00:00:24
53,Northbound,N2,[17:11] 8572611,8572611,Revenue,21261st,(020) - Erie Av & Germantown Av ,4.30769230769231,2.0,7.53846153846154,00:00:41,17:26:00,17:26:00,17:27:57,17:26:25,00:01:57,00:00:51,00:01:24,00:00:33
53,Northbound,N1,[17:39] 8572612,8572612,Revenue,21261st,(015) - Erie Av & Germantown Av ,4.08333333333333,0.0833333333333333,4.58333333333333,00:00:26,17:44:00,17:44:00,17:48:41,17:47:00,00:04:41,00:00:47,00:01:39,00:00:52
53,Northbound,N2,[17:49] 8572574,8572574,Revenue,21261st,(020) - Erie Av & Germantown Av ,4.07692307692308,0.461538461538462,5.0,00:00:39,18:04:00,18:04:00,18:03:47,18:02:25,-00:00:13,00:00:47,00:01:22,00:00:35
53,Northbound,N1,[18:19] 8572613,8572613,Revenue,21261st,(015) - Erie Av & Germantown Av ,3.06666666666667,0.266666666666667,3.66666666666667,00:00:27,18:24:00,18:24:00,18:26:02,18:24:53,00:02:02,00:00:47,00:01:10,00:00:23
53,Northbound,N2,[18:29] 8572614,8572614,Revenue,21261st,(020) - Erie Av & Germantown Av ,2.36842105263158,0.473684210526316,3.78947368421053,00:00:22,18:44:00,18:44:00,18:44:51,18:43:41,00:00:51,00:00:39,00:01:11,00:00:32
53,Northbound,N1,[19:01] 8572615,8572615,Revenue,21261st,(015) - Erie Av & Germantown Av ,1.76923076923077,0.0769230769230769,3.15384615384615,00:00:23,19:05:00,19:05:00,19:09:45,19:08:37,00:04:45,00:00:39,00:01:02,00:00:23
53,Northbound,N2,[19:23] 8572616,8572616,Revenue,21261st,(020) - Erie Av & Germantown Av ,2.08333333333333,1.33333333333333,3.0,00:00:21,19:38:00,19:38:00,19:38:27,19:37:16,00:00:27,00:00:39,00:01:11,00:00:32
53,Northbound,N1,[20:14] 8572617,8572617,Revenue,21261st,(015) - Erie Av & Germantown Av ,1.46153846153846,0.0769230769230769,2.15384615384615,00:00:20,20:18:00,20:18:00,20:21:11,20:20:15,00:03:11,00:00:35,00:00:54,00:00:19
53,Northbound,N2,[20:43] 8572618,8572618,Revenue,21261st,(020) - Erie Av & Germantown Av ,1.14285714285714,1.0,1.71428571428571,00:01:51,20:58:00,20:58:00,20:58:57,20:56:06,00:00:57,00:00:35,00:02:51,00:02:16
53,Northbound,N1,[21:34] 8572573,8572573,Revenue,21261st,(015) - Erie Av & Germantown Av ,1.61538461538462,0.846153846153846,2.46153846153846,00:00:15,21:38:00,21:38:00,21:41:32,21:40:31,00:03:32,00:00:35,00:00:56,00:00:21
53,Northbound,N2,[22:03] 8572619,8572619,Revenue,21261st,(020) - Erie Av & Germantown Av ,0.571428571428571,0.285714285714286,1.57142857142857,00:00:09,22:18:00,22:18:00,22:18:34,22:17:21,00:00:34,00:00:35,00:01:13,00:00:36
53,Northbound,N1,[23:14] 8572620,8572620,Revenue,21261st,(015) - Erie Av & Germantown Av ,4.0,0.0769230769230769,4.84615384615385,00:00:27,23:18:00,23:18:00,23:21:26,23:20:08,00:03:26,00:00:35,00:01:13,00:00:38
53,Northbound,N1,[24:14] 8572600,8572600,Revenue,21261st,(015) - Erie Av & Germantown Av ,2.21428571428571,0.0,2.92857142857143,00:00:22,24:18:00,24:18:00,24:20:31,24:19:35,00:02:31,00:00:31,00:00:54,00:00:23
53,Northbound,N1,[25:15] 8572581,8572581,Revenue,21261st,(015) - Erie Av & Germantown Av ,0.714285714285714,0.0,0.714285714285714,00:00:11,25:19:00,25:19:00,25:22:14,25:21:14,00:03:14,00:00:31,00:00:56,00:00:25
53,Southbound,S1,[05:20] 8572629,8572629,Revenue,21260st,(038) - Erie Av & Broad St,0.470588235294118,7.0,0.647058823529412,00:00:52,05:35:00,05:35:00,05:37:33,05:36:05,00:02:33,00:00:21,00:01:18,00:00:54
53,Southbound,S1,[05:20] 8572629,8572629,Revenue,17419st,(039) - Erie Av & Elder St - FS,0.0,0.0,0.666666666666667,00:00:00,05:35:21,05:35:21,05:37:35,05:37:20,00:02:14,00:00:29,00:00:16,-00:00:13
53,Southbound,S2,[05:50] 8572630,8572630,Revenue,21260st,(038) - Erie Av & Broad St,5.66666666666667,7.66666666666667,9.5,00:00:47,06:09:00,06:09:00,06:08:09,06:06:43,-00:00:51,00:00:28,00:01:21,00:00:53
